age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
37;blue-collar;married;secondary;no;346;yes;no;cellular;17;apr;390;1;316;1;failure;no
38;technician;married;secondary;no;4030;yes;no;cellular;19;nov;75;2;177;5;failure;no
32;technician;single;tertiary;no;13711;yes;no;cellular;14;may;638;1;175;3;success;no
32;management;divorced;tertiary;no;948;no;no;cellular;12;aug;204;2;-1;0;unknown;no
50;management;divorced;tertiary;no;100;yes;yes;cellular;13;may;157;1;299;3;failure;no
51;blue-collar;married;unknown;no;1883;yes;no;unknown;5;may;57;1;-1;0;unknown;no
39;admin.;divorced;secondary;no;1022;yes;no;unknown;20;jun;20;3;-1;0;unknown;no
36;management;single;tertiary;no;339;no;no;cellular;21;nov;6;6;-1;0;unknown;no
47;management;married;tertiary;no;286;no;no;cellular;22;aug;557;7;-1;0;unknown;no
32;management;married;tertiary;no;55;no;no;cellular;2;feb;124;3;-1;0;unknown;no
30;services;single;secondary;no;209;yes;no;unknown;6;may;30;2;-1;0;unknown;no
41;blue-collar;married;secondary;no;1459;no;no;unknown;5;jun;82;1;-1;0;unknown;no
33;management;single;tertiary;no;201;yes;no;cellular;19;nov;171;1;183;1;failure;no
34;services;married;secondary;no;1076;no;no;cellular;12;may;152;1;182;6;success;yes
44;management;married;secondary;no;438;yes;no;telephone;8;may;37;3;303;1;failure;no
25;technician;single;secondary;no;505;no;yes;cellular;17;nov;386;2;-1;0;unknown;yes
35;management;married;tertiary;no;3161;no;no;cellular;8;aug;433;2;-1;0;unknown;no
32;housemaid;married;tertiary;no;357;yes;no;cellular;18;nov;175;2;-1;0;unknown;no
26;management;divorced;tertiary;yes;-402;no;yes;unknown;12;may;127;2;-1;0;unknown;no
37;blue-collar;married;primary;no;378;yes;no;unknown;9;may;514;1;-1;0;unknown;no
39;management;divorced;tertiary;no;1315;yes;no;cellular;19;nov;1337;4;126;1;failure;no
39;technician;single;secondary;no;122;yes;no;unknown;2;jun;158;1;-1;0;unknown;no
46;technician;divorced;secondary;no;435;yes;no;unknown;15;may;192;3;-1;0;unknown;no
34;management;married;tertiary;no;1518;yes;no;cellular;20;nov;128;2;-1;0;unknown;no
41;technician;married;secondary;no;2125;yes;yes;cellular;21;nov;285;3;116;4;failure;no
30;technician;married;secondary;no;1211;yes;no;cellular;18;may;176;1;-1;0;unknown;no
54;retired;married;secondary;no;1139;yes;no;cellular;14;may;155;1;177;7;failure;no
39;self-employed;married;secondary;no;167;yes;yes;cellular;17;jul;330;1;-1;0;unknown;no
42;unemployed;divorced;secondary;no;759;no;no;cellular;28;jan;97;1;169;3;failure;no
31;blue-collar;married;primary;no;352;yes;no;unknown;19;may;97;9;-1;0;unknown;no
33;management;married;tertiary;no;1808;yes;no;unknown;4;jun;99;4;-1;0;unknown;no
42;management;married;primary;no;-679;yes;yes;cellular;6;may;159;1;343;2;failure;no
37;technician;married;secondary;no;64;yes;no;cellular;12;may;239;4;278;2;other;no
44;technician;divorced;secondary;no;316;yes;no;cellular;21;jul;163;3;-1;0;unknown;no
34;technician;single;secondary;no;16;no;no;cellular;13;aug;990;1;-1;0;unknown;yes
83;retired;married;primary;no;425;no;no;telephone;22;jun;883;1;140;1;failure;yes
37;blue-collar;married;primary;no;403;yes;no;cellular;8;may;318;2;338;1;success;no
41;services;married;secondary;no;171;no;no;cellular;21;jul;71;9;-1;0;unknown;no
28;blue-collar;single;secondary;no;2700;no;no;cellular;3;feb;337;4;-1;0;unknown;no
36;entrepreneur;married;tertiary;no;1169;yes;no;unknown;6;may;168;2;-1;0;unknown;no
32;management;married;secondary;no;3935;yes;no;unknown;29;may;129;2;-1;0;unknown;no
28;management;married;tertiary;no;1480;yes;no;cellular;18;may;143;1;-1;0;unknown;no
56;retired;divorced;secondary;no;212;no;yes;telephone;17;jul;27;1;-1;0;unknown;no
28;technician;single;secondary;no;227;no;no;cellular;30;apr;278;1;-1;0;unknown;yes
78;retired;divorced;primary;no;229;no;no;telephone;22;oct;97;1;-1;0;unknown;yes
22;student;single;primary;no;3472;no;no;cellular;20;oct;332;1;183;3;failure;yes
32;blue-collar;single;secondary;no;33;yes;no;cellular;18;may;125;1;368;4;failure;no
28;management;single;secondary;no;1633;no;no;cellular;5;jun;275;1;-1;0;unknown;yes
48;unemployed;married;primary;no;5462;no;no;unknown;6;jun;29;4;-1;0;unknown;no
31;management;single;secondary;no;36;no;no;cellular;27;aug;105;2;-1;0;unknown;no
34;technician;married;secondary;no;0;yes;no;cellular;15;jul;144;1;-1;0;unknown;no
37;management;married;tertiary;no;0;no;no;cellular;11;mar;129;4;107;2;failure;no
36;self-employed;married;tertiary;no;506;no;no;cellular;25;aug;47;1;120;1;failure;no
28;services;single;secondary;no;168;no;no;cellular;1;jun;347;3;140;2;success;yes
25;blue-collar;single;secondary;no;913;yes;no;cellular;7;jul;113;4;-1;0;unknown;no
31;technician;single;secondary;no;35;no;yes;cellular;16;jul;229;1;-1;0;unknown;no
57;blue-collar;married;primary;no;5431;yes;yes;unknown;6;may;383;1;-1;0;unknown;no
36;management;divorced;tertiary;no;608;no;no;cellular;26;aug;125;2;-1;0;unknown;no
40;blue-collar;married;primary;no;1206;no;yes;telephone;16;jul;201;5;-1;0;unknown;no
36;blue-collar;married;secondary;no;1587;yes;no;cellular;28;jul;200;2;-1;0;unknown;no
27;technician;single;secondary;no;489;yes;no;cellular;30;jul;356;4;-1;0;unknown;yes
31;management;married;tertiary;no;395;yes;no;cellular;9;feb;155;3;-1;0;unknown;no
30;technician;single;secondary;no;3107;yes;no;unknown;3;jun;1516;2;-1;0;unknown;no
41;self-employed;married;tertiary;no;231;no;no;cellular;7;aug;352;2;-1;0;unknown;yes
33;blue-collar;married;secondary;no;625;yes;no;unknown;28;may;410;1;-1;0;unknown;no
50;unknown;married;primary;no;341;yes;yes;cellular;20;apr;670;4;340;2;success;yes
44;management;married;tertiary;no;529;yes;no;unknown;4;jun;129;4;-1;0;unknown;no
28;technician;single;tertiary;no;102;no;no;cellular;28;jan;321;2;-1;0;unknown;no
32;services;married;primary;no;228;yes;no;cellular;21;jul;1017;6;-1;0;unknown;yes
59;management;married;tertiary;no;1585;no;no;telephone;28;aug;91;5;-1;0;unknown;no
47;housemaid;married;primary;no;201;yes;no;cellular;7;aug;58;2;382;1;failure;no
35;technician;married;tertiary;no;0;yes;yes;cellular;23;sep;112;1;62;6;other;no
48;technician;married;secondary;no;197;no;yes;cellular;3;feb;47;2;222;3;other;no
36;management;married;tertiary;no;1582;no;no;telephone;3;feb;26;2;197;1;failure;no
51;self-employed;married;unknown;no;2094;no;no;cellular;8;jun;458;6;-1;0;unknown;yes
28;technician;single;secondary;no;1453;yes;no;cellular;12;may;246;1;343;1;other;no
49;blue-collar;married;secondary;no;579;yes;no;unknown;28;may;396;1;-1;0;unknown;no
29;management;divorced;tertiary;no;415;yes;yes;unknown;28;may;449;4;-1;0;unknown;no
56;unemployed;married;primary;no;3391;no;no;cellular;21;apr;243;1;-1;0;unknown;yes
35;management;married;tertiary;no;175;yes;no;cellular;7;aug;257;2;-1;0;unknown;no
45;management;single;tertiary;no;16;no;no;cellular;31;jul;59;2;-1;0;unknown;no
87;retired;married;primary;no;230;no;no;cellular;30;oct;144;1;-1;0;unknown;yes
58;retired;married;secondary;no;502;yes;no;cellular;12;may;197;2;370;3;failure;no
48;blue-collar;married;secondary;no;1159;yes;yes;cellular;15;may;1181;9;-1;0;unknown;no
51;technician;married;secondary;no;18;no;yes;cellular;25;jul;363;6;-1;0;unknown;no
33;management;divorced;secondary;no;1897;yes;yes;unknown;2;jun;197;1;-1;0;unknown;no
55;blue-collar;married;secondary;no;1011;yes;no;cellular;12;aug;112;2;-1;0;unknown;no
37;services;single;tertiary;no;223;yes;no;unknown;28;may;25;1;-1;0;unknown;no
46;blue-collar;married;secondary;no;-216;yes;no;cellular;28;jul;404;3;-1;0;unknown;no
30;blue-collar;single;primary;no;395;no;no;cellular;21;nov;429;1;-1;0;unknown;no
48;technician;married;secondary;no;17;yes;yes;cellular;17;nov;81;1;-1;0;unknown;no
56;services;married;secondary;no;705;yes;no;unknown;29;may;151;2;-1;0;unknown;no
29;services;married;secondary;no;3;yes;no;cellular;10;jul;183;1;-1;0;unknown;no
46;admin.;married;secondary;no;466;yes;no;cellular;29;jan;169;1;-1;0;unknown;no
54;unknown;married;secondary;no;2206;no;no;cellular;12;nov;104;1;99;2;other;yes
36;management;single;tertiary;no;553;no;no;cellular;11;aug;106;2;-1;0;unknown;no
30;management;married;tertiary;no;931;no;no;cellular;17;jul;1183;1;-1;0;unknown;no
30;technician;single;tertiary;no;3;yes;no;cellular;6;may;45;2;169;2;failure;no
36;management;married;tertiary;no;0;yes;no;unknown;27;may;145;2;-1;0;unknown;no
39;technician;married;secondary;no;994;no;no;cellular;5;feb;221;1;241;1;failure;no
58;blue-collar;married;secondary;no;602;yes;no;cellular;13;may;201;1;-1;0;unknown;no
29;self-employed;married;tertiary;no;3931;yes;no;unknown;3;jun;73;4;-1;0;unknown;no
34;technician;divorced;tertiary;no;674;yes;no;cellular;7;aug;587;2;-1;0;unknown;yes
58;management;married;primary;no;2769;yes;no;cellular;11;jul;94;2;-1;0;unknown;no
36;services;married;secondary;no;472;yes;no;unknown;19;jun;1017;1;-1;0;unknown;no
34;technician;single;secondary;no;0;yes;yes;unknown;16;may;214;1;-1;0;unknown;no
32;services;single;secondary;no;-402;yes;no;cellular;17;apr;135;1;-1;0;unknown;no
30;management;married;tertiary;no;1882;yes;no;cellular;11;aug;249;5;-1;0;unknown;no
57;admin.;divorced;primary;no;179;yes;no;cellular;15;may;67;1;368;2;failure;no
23;admin.;single;secondary;no;589;yes;no;cellular;6;may;62;1;-1;0;unknown;no
37;blue-collar;married;primary;no;0;yes;no;unknown;26;may;24;1;-1;0;unknown;no
58;management;divorced;tertiary;no;1573;yes;yes;cellular;17;nov;279;1;-1;0;unknown;no
54;retired;married;secondary;no;153;yes;yes;unknown;26;may;74;1;-1;0;unknown;no
55;retired;married;primary;no;150;no;no;cellular;8;jul;124;1;-1;0;unknown;no
35;self-employed;married;secondary;no;8883;no;no;cellular;21;nov;33;3;-1;0;unknown;no
47;blue-collar;married;primary;no;2642;no;no;cellular;13;aug;310;2;-1;0;unknown;no
35;blue-collar;married;secondary;no;5304;yes;no;cellular;20;nov;340;1;183;2;failure;no
42;management;divorced;tertiary;no;401;yes;no;cellular;24;jul;217;9;-1;0;unknown;no
56;retired;married;secondary;no;-113;yes;yes;cellular;12;aug;614;2;-1;0;unknown;no
80;housemaid;married;primary;no;0;no;no;cellular;23;feb;639;1;189;1;failure;yes
54;technician;married;secondary;no;0;no;no;telephone;14;aug;159;2;106;6;success;no
43;admin.;divorced;secondary;no;738;yes;no;cellular;21;nov;585;4;191;4;failure;no
29;management;married;tertiary;no;877;no;no;cellular;3;feb;166;3;-1;0;unknown;no
35;technician;married;secondary;no;13;no;no;cellular;22;aug;94;2;-1;0;unknown;no
45;blue-collar;married;primary;no;2128;yes;no;unknown;19;may;149;4;-1;0;unknown;no
35;management;married;tertiary;no;2682;yes;no;cellular;9;jul;156;1;-1;0;unknown;no
50;management;married;unknown;no;3304;no;no;unknown;5;jun;1009;2;-1;0;unknown;no
59;self-employed;married;tertiary;no;593;no;no;unknown;13;may;64;2;-1;0;unknown;no
36;blue-collar;single;primary;no;1313;yes;no;unknown;20;jun;8;10;-1;0;unknown;no
46;unemployed;single;tertiary;no;705;no;no;cellular;4;feb;398;1;-1;0;unknown;no
46;admin.;married;secondary;no;4958;yes;no;cellular;17;nov;64;3;150;5;other;no
27;services;single;secondary;yes;-1;no;no;cellular;22;jul;60;2;-1;0;unknown;no
57;admin.;divorced;unknown;no;4012;no;no;cellular;20;nov;915;1;-1;0;unknown;no
38;entrepreneur;married;secondary;no;868;no;no;cellular;20;nov;452;2;-1;0;unknown;no
74;retired;married;secondary;no;935;no;no;cellular;26;jan;100;1;104;1;other;no
32;admin.;single;tertiary;no;-59;no;yes;unknown;4;jul;192;1;-1;0;unknown;no
48;blue-collar;married;secondary;no;157;yes;no;unknown;6;may;73;1;-1;0;unknown;no
47;blue-collar;married;secondary;no;480;yes;no;unknown;28;may;211;2;-1;0;unknown;no
46;technician;divorced;secondary;no;3455;yes;no;unknown;14;may;566;2;-1;0;unknown;no
45;management;married;tertiary;no;242;no;no;cellular;30;apr;587;1;-1;0;unknown;yes
27;services;married;secondary;no;54;yes;no;cellular;18;may;97;1;370;1;failure;no
59;management;married;primary;no;1727;no;no;telephone;25;may;500;4;358;2;failure;yes
50;management;married;tertiary;no;-470;yes;no;cellular;19;nov;130;2;160;1;failure;no
56;blue-collar;married;primary;no;151;no;no;cellular;3;feb;128;1;-1;0;unknown;no
34;services;divorced;secondary;no;202;yes;no;unknown;15;may;318;1;-1;0;unknown;no
73;retired;married;primary;no;279;no;no;cellular;28;jan;399;3;-1;0;unknown;yes
32;services;single;secondary;no;0;no;yes;cellular;11;jul;333;2;-1;0;unknown;no
43;technician;divorced;secondary;no;1413;yes;no;telephone;28;jul;75;3;-1;0;unknown;no
33;technician;married;tertiary;no;75;no;no;cellular;21;jul;204;4;-1;0;unknown;no
26;blue-collar;married;secondary;no;484;yes;no;unknown;19;may;48;2;-1;0;unknown;no
42;blue-collar;married;primary;no;7041;yes;no;cellular;28;jul;386;4;-1;0;unknown;no
40;management;married;tertiary;no;-17;yes;yes;cellular;11;may;474;1;256;1;success;yes
26;management;single;tertiary;no;-8;no;no;cellular;13;aug;402;2;-1;0;unknown;no
64;retired;married;secondary;no;1574;no;no;telephone;29;jul;301;3;-1;0;unknown;yes
77;retired;married;tertiary;no;0;no;no;cellular;16;oct;847;1;60;1;success;yes
36;technician;married;secondary;no;23;yes;no;cellular;8;may;152;2;347;1;failure;no
26;blue-collar;single;primary;no;155;yes;no;cellular;29;jan;291;1;244;4;failure;no
32;services;married;secondary;no;55;yes;no;unknown;15;may;546;9;-1;0;unknown;no
51;admin.;married;secondary;no;1415;yes;no;unknown;2;jun;151;3;-1;0;unknown;no
61;technician;married;secondary;no;1191;no;no;cellular;21;may;214;4;-1;0;unknown;yes
34;technician;married;secondary;no;50;no;no;cellular;11;aug;106;3;-1;0;unknown;no
37;blue-collar;married;primary;no;3242;yes;no;unknown;21;may;233;1;-1;0;unknown;no
57;management;married;secondary;no;82;no;yes;telephone;4;feb;140;1;-1;0;unknown;no
38;technician;single;secondary;no;311;yes;no;cellular;28;may;61;2;-1;0;unknown;no
29;management;married;tertiary;no;361;yes;yes;cellular;28;jul;819;3;-1;0;unknown;no
42;self-employed;married;tertiary;no;1932;yes;no;unknown;16;may;192;32;-1;0;unknown;no
40;blue-collar;married;secondary;no;1012;yes;no;cellular;6;may;410;1;-1;0;unknown;no
55;services;married;secondary;no;96;no;no;telephone;30;jul;340;2;-1;0;unknown;no
49;unemployed;married;secondary;no;769;yes;no;unknown;14;may;257;1;-1;0;unknown;no
36;management;married;tertiary;no;1133;yes;no;cellular;4;aug;293;1;181;2;other;yes
43;admin.;married;secondary;no;-465;yes;yes;cellular;23;jul;166;1;-1;0;unknown;no
48;management;divorced;secondary;no;1598;yes;no;unknown;29;may;84;1;-1;0;unknown;no
40;management;married;tertiary;no;1584;yes;no;telephone;21;nov;661;1;-1;0;unknown;no
52;unemployed;married;primary;no;255;no;yes;cellular;10;jul;374;3;-1;0;unknown;no
44;management;married;secondary;no;-665;no;no;cellular;30;jul;342;3;-1;0;unknown;no
37;blue-collar;married;primary;no;689;yes;no;cellular;14;jul;367;2;-1;0;unknown;no
44;management;married;tertiary;no;17361;no;no;unknown;18;jun;476;1;-1;0;unknown;no
26;management;single;tertiary;no;1177;no;no;cellular;19;oct;116;1;-1;0;unknown;no
30;technician;single;tertiary;no;-970;no;yes;cellular;21;aug;194;2;-1;0;unknown;no
31;admin.;married;secondary;no;314;yes;no;cellular;17;apr;279;1;-1;0;unknown;no
48;entrepreneur;married;tertiary;no;810;no;no;unknown;6;jun;383;1;-1;0;unknown;no
24;blue-collar;married;secondary;no;-254;yes;yes;unknown;27;may;290;2;-1;0;unknown;no
42;admin.;married;secondary;no;529;yes;yes;cellular;19;nov;193;3;-1;0;unknown;no
25;admin.;single;tertiary;no;760;yes;no;cellular;27;may;223;3;89;2;failure;yes
26;management;married;tertiary;no;265;no;no;cellular;30;jan;650;2;-1;0;unknown;no
34;technician;single;tertiary;no;632;no;no;cellular;22;aug;215;10;-1;0;unknown;no
46;blue-collar;married;primary;no;2904;no;no;cellular;20;apr;277;2;-1;0;unknown;no
38;entrepreneur;married;secondary;no;157;no;yes;cellular;15;may;57;11;366;1;other;no
36;blue-collar;married;secondary;no;-206;yes;no;unknown;8;may;177;2;-1;0;unknown;no
75;retired;divorced;secondary;no;1341;no;no;cellular;18;dec;415;7;-1;0;unknown;yes
37;technician;married;secondary;no;1633;yes;no;unknown;19;may;229;3;-1;0;unknown;no
51;self-employed;married;secondary;yes;34;no;yes;cellular;7;jul;200;1;-1;0;unknown;no
52;admin.;married;secondary;no;199;no;no;cellular;28;jan;978;2;189;1;other;no
51;services;divorced;secondary;no;518;yes;no;telephone;17;nov;76;1;-1;0;unknown;no
46;housemaid;single;tertiary;no;3232;no;no;telephone;15;jun;94;2;-1;0;unknown;no
46;management;divorced;tertiary;no;624;no;no;cellular;17;sep;336;2;183;2;success;yes
44;management;married;secondary;no;2984;yes;no;unknown;15;may;770;2;-1;0;unknown;no
49;management;single;primary;no;548;no;no;telephone;31;jul;115;6;-1;0;unknown;no
52;retired;divorced;primary;no;353;no;no;cellular;31;jul;395;4;-1;0;unknown;no
60;retired;married;secondary;no;89;no;no;cellular;30;apr;156;2;-1;0;unknown;no
45;services;single;secondary;no;1757;yes;no;cellular;20;apr;1010;3;326;1;other;no
34;technician;married;tertiary;no;5060;yes;no;cellular;21;aug;12;21;-1;0;unknown;no
46;technician;married;secondary;no;1322;yes;yes;cellular;19;nov;514;1;-1;0;unknown;no
43;technician;single;secondary;no;34;no;no;telephone;30;jul;29;1;-1;0;unknown;no
31;technician;married;secondary;no;0;no;yes;cellular;19;aug;144;4;-1;0;unknown;no
26;services;single;secondary;no;1700;yes;no;cellular;7;may;13;5;-1;0;unknown;no
60;retired;divorced;secondary;no;598;no;yes;cellular;8;jul;96;1;-1;0;unknown;no
43;management;married;tertiary;no;690;yes;no;cellular;6;aug;171;3;-1;0;unknown;no
71;retired;married;primary;no;4657;no;no;cellular;16;feb;93;5;-1;0;unknown;yes
42;blue-collar;married;primary;no;792;yes;yes;cellular;19;nov;611;2;175;12;other;no
56;blue-collar;married;secondary;no;2190;no;yes;cellular;30;jan;90;2;232;1;failure;no
50;technician;married;secondary;no;2497;yes;no;cellular;21;nov;35;1;176;1;failure;no
52;management;married;tertiary;no;6922;no;no;cellular;20;nov;371;1;-1;0;unknown;no
60;retired;divorced;unknown;no;-49;yes;no;cellular;29;jan;188;1;261;2;failure;no
38;technician;single;secondary;no;4366;yes;no;cellular;29;jul;188;2;-1;0;unknown;no
35;services;married;secondary;no;0;yes;no;cellular;18;may;146;2;-1;0;unknown;no
53;technician;married;secondary;no;230;no;yes;cellular;13;aug;112;2;-1;0;unknown;no
35;management;married;tertiary;yes;32;yes;no;cellular;21;nov;180;1;-1;0;unknown;no
34;technician;married;tertiary;no;197;no;no;cellular;20;aug;78;3;-1;0;unknown;yes
30;unemployed;single;secondary;yes;-770;yes;no;unknown;28;may;87;1;-1;0;unknown;no
32;blue-collar;married;secondary;yes;-53;yes;no;cellular;16;apr;648;1;272;1;other;yes
51;blue-collar;married;primary;no;0;yes;no;cellular;10;jul;324;1;-1;0;unknown;no
32;management;single;secondary;no;249;yes;no;unknown;2;jun;258;1;-1;0;unknown;no
57;housemaid;married;primary;no;501;yes;yes;cellular;7;aug;59;2;-1;0;unknown;no
52;technician;divorced;secondary;no;204;no;no;cellular;7;aug;134;2;-1;0;unknown;no
32;unemployed;married;secondary;no;2400;yes;yes;cellular;5;feb;450;3;-1;0;unknown;no
45;services;single;primary;no;1893;yes;no;unknown;3;jun;1259;6;-1;0;unknown;yes
31;admin.;married;primary;no;355;yes;yes;unknown;4;jun;61;6;-1;0;unknown;no
53;technician;married;secondary;no;719;yes;no;unknown;14;may;230;1;-1;0;unknown;no
58;retired;married;secondary;no;413;no;no;cellular;27;aug;104;5;-1;0;unknown;no
47;services;married;secondary;no;3333;yes;yes;cellular;29;jul;114;2;-1;0;unknown;no
34;management;married;tertiary;no;436;no;yes;cellular;28;jul;118;4;-1;0;unknown;no
39;management;married;tertiary;no;-606;yes;no;unknown;26;may;142;1;-1;0;unknown;no
34;management;married;tertiary;no;1310;no;no;telephone;30;jan;521;3;158;7;other;no
25;services;married;secondary;no;72;yes;no;cellular;23;jul;305;2;-1;0;unknown;no
32;management;married;tertiary;no;62;yes;no;cellular;14;may;166;1;-1;0;unknown;no
29;technician;single;tertiary;no;2893;yes;no;unknown;3;jun;250;1;-1;0;unknown;no
44;technician;married;secondary;no;10888;yes;no;cellular;5;aug;163;1;-1;0;unknown;no
30;admin.;married;secondary;no;2678;yes;no;cellular;18;may;23;5;-1;0;unknown;no
31;unemployed;single;primary;no;406;no;no;cellular;4;feb;736;1;-1;0;unknown;yes
54;management;married;tertiary;no;55;yes;no;cellular;2;jun;112;2;-1;0;unknown;no
30;student;single;secondary;no;0;yes;no;cellular;19;nov;661;1;-1;0;unknown;no
32;blue-collar;married;secondary;no;3514;yes;no;unknown;20;may;226;2;-1;0;unknown;no
39;management;married;tertiary;no;763;yes;no;cellular;11;may;877;7;300;2;other;yes
42;blue-collar;married;primary;no;505;yes;no;unknown;14;may;521;2;-1;0;unknown;no
59;retired;married;secondary;no;163;no;no;cellular;24;jul;464;1;-1;0;unknown;no
58;retired;married;unknown;no;937;no;no;cellular;5;aug;155;1;-1;0;unknown;no
40;technician;married;tertiary;no;0;no;no;cellular;19;aug;44;1;-1;0;unknown;no
30;management;married;tertiary;no;42;no;no;cellular;25;aug;115;6;-1;0;unknown;no
40;technician;married;secondary;no;1259;no;no;unknown;20;may;234;5;-1;0;unknown;no
37;management;divorced;tertiary;no;896;no;yes;cellular;14;aug;343;2;-1;0;unknown;no
43;blue-collar;married;primary;no;7727;yes;no;unknown;15;may;302;8;-1;0;unknown;no
50;technician;married;secondary;no;-568;yes;yes;unknown;28;may;860;2;-1;0;unknown;no
37;management;married;tertiary;no;547;yes;yes;unknown;21;may;143;1;-1;0;unknown;no
35;blue-collar;single;secondary;no;376;yes;yes;unknown;6;may;207;3;-1;0;unknown;no
32;unemployed;single;tertiary;no;336;yes;no;unknown;8;may;139;1;-1;0;unknown;no
58;retired;married;secondary;no;14412;no;no;cellular;18;nov;297;1;-1;0;unknown;no
28;management;married;tertiary;no;3694;no;yes;cellular;8;jul;70;2;-1;0;unknown;no
37;management;single;tertiary;no;509;yes;no;cellular;6;may;133;1;-1;0;unknown;no
36;management;married;tertiary;no;222;yes;no;cellular;6;may;317;1;169;2;failure;no
37;admin.;married;secondary;no;1193;no;no;cellular;12;may;396;2;-1;0;unknown;no
60;retired;married;primary;no;55;no;no;cellular;4;jun;207;1;-1;0;unknown;no
37;services;single;secondary;no;1175;yes;no;cellular;15;may;102;1;333;2;failure;no
78;retired;married;tertiary;no;226;no;no;telephone;6;nov;136;1;-1;0;unknown;no
29;services;married;secondary;no;3748;no;no;cellular;28;may;322;3;-1;0;unknown;no
62;retired;married;secondary;no;816;no;no;cellular;1;sep;28;2;-1;0;unknown;no
52;blue-collar;divorced;primary;no;1758;yes;no;unknown;15;may;41;1;-1;0;unknown;no
50;blue-collar;married;primary;no;-1;no;no;cellular;19;aug;195;2;-1;0;unknown;no
47;management;divorced;tertiary;no;447;no;yes;unknown;7;may;126;1;-1;0;unknown;no
33;management;single;tertiary;no;-67;yes;no;unknown;5;may;364;1;-1;0;unknown;no
58;blue-collar;married;primary;no;309;no;no;cellular;19;aug;156;2;-1;0;unknown;no
60;management;married;tertiary;no;759;no;no;cellular;14;aug;136;2;-1;0;unknown;no
58;retired;married;secondary;no;425;yes;yes;cellular;17;nov;100;1;-1;0;unknown;no
53;services;married;secondary;no;-2;yes;yes;cellular;16;apr;144;2;-1;0;unknown;no
40;services;married;secondary;no;0;no;no;unknown;12;jun;543;2;-1;0;unknown;no
31;technician;single;tertiary;no;23;no;no;cellular;25;aug;121;3;-1;0;unknown;no
30;management;married;tertiary;no;151;no;no;cellular;19;aug;82;4;-1;0;unknown;no
60;blue-collar;married;primary;no;1472;no;no;unknown;20;jun;36;4;-1;0;unknown;no
28;services;single;secondary;no;290;yes;no;cellular;18;may;128;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;360;yes;yes;cellular;29;jan;89;1;241;1;failure;no
35;technician;married;tertiary;no;118;no;no;cellular;6;aug;358;2;-1;0;unknown;no
34;technician;single;secondary;no;174;no;no;telephone;11;may;259;4;-1;0;unknown;no
25;unemployed;single;tertiary;no;343;no;no;cellular;1;jun;377;1;-1;0;unknown;yes
26;blue-collar;single;secondary;no;592;yes;yes;unknown;27;may;174;1;-1;0;unknown;no
50;technician;married;secondary;no;669;yes;no;unknown;2;jun;88;1;-1;0;unknown;no
32;blue-collar;divorced;secondary;no;0;yes;no;unknown;2;jun;746;2;-1;0;unknown;no
31;admin.;divorced;secondary;no;1890;yes;no;cellular;21;jul;588;1;-1;0;unknown;no
53;entrepreneur;married;unknown;no;28;no;no;cellular;31;jul;117;2;-1;0;unknown;no
26;management;single;tertiary;no;122;no;yes;cellular;8;jul;160;1;-1;0;unknown;no
44;housemaid;married;primary;no;3706;no;no;unknown;17;jun;209;3;-1;0;unknown;no
39;technician;married;tertiary;no;794;no;no;telephone;2;feb;182;1;-1;0;unknown;no
56;retired;married;primary;no;1906;no;yes;unknown;19;jun;45;9;-1;0;unknown;no
36;blue-collar;married;secondary;no;141;yes;no;unknown;23;may;106;3;-1;0;unknown;no
38;management;divorced;tertiary;no;4335;yes;no;cellular;20;nov;640;1;-1;0;unknown;no
34;technician;married;tertiary;no;1539;yes;no;cellular;15;jun;441;1;56;1;other;yes
34;management;single;tertiary;no;6766;no;no;cellular;28;aug;210;5;-1;0;unknown;no
30;blue-collar;single;secondary;no;363;no;no;cellular;28;jul;171;3;-1;0;unknown;no
36;management;married;tertiary;no;-296;yes;no;cellular;14;may;113;3;-1;0;unknown;no
30;self-employed;married;secondary;no;123;no;yes;unknown;17;jul;66;1;85;5;other;no
29;management;single;tertiary;no;437;no;no;cellular;5;aug;504;1;92;1;success;yes
50;blue-collar;married;primary;no;2142;yes;no;cellular;29;jan;309;2;224;1;other;no
48;admin.;married;secondary;no;112;no;no;cellular;18;aug;139;5;-1;0;unknown;no
36;blue-collar;married;secondary;no;439;yes;no;unknown;21;may;260;5;-1;0;unknown;no
38;technician;single;secondary;no;-242;yes;no;cellular;18;may;1173;3;278;6;success;yes
49;unemployed;married;primary;no;-384;yes;no;unknown;27;may;25;1;-1;0;unknown;no
38;management;married;tertiary;no;76;yes;no;cellular;7;jul;196;3;-1;0;unknown;no
37;admin.;married;secondary;no;-107;yes;no;unknown;28;may;158;2;-1;0;unknown;no
44;blue-collar;married;primary;no;271;yes;yes;unknown;9;may;94;1;-1;0;unknown;no
28;blue-collar;single;primary;no;0;yes;yes;unknown;3;jun;380;4;-1;0;unknown;no
33;management;single;tertiary;no;-53;no;no;cellular;29;jan;617;2;-1;0;unknown;no
61;management;married;secondary;no;967;no;no;cellular;20;aug;180;1;-1;0;unknown;no
50;management;married;tertiary;no;207;yes;no;cellular;4;feb;99;1;-1;0;unknown;no
30;blue-collar;married;primary;no;2581;no;no;unknown;12;may;221;2;-1;0;unknown;no
32;management;single;tertiary;no;656;yes;yes;cellular;20;apr;148;2;-1;0;unknown;no
